2872024
-246553
-1949562
-3010643
-185893
2113651
-2791741
-1786936
1430047
-638910
-1136706
-2331198
1527757
-316534
-598280
-1785609
-421780
1001123
-2154478
-891390
-618406
964653
-370083
-1506272
-462644
839942
-426721
-1543590
871614
-392860
-1283544
-317549
-1222547
-423630
-459593
699804
-204241
571329
-281253
-1243178
167147
1148777
-1352173
-175191
-329581
-1536536
-529737
397800
-846921
-130837
470496
-194089
